ID;ID progetto;REQUISITO (testo);Classe dei requisiti;CATEGORIA;PAROLA
R770;35;Everyone (stakeholders and guests) can have access to the system and the catalogue. Every client must have secure and private access to his/her data. The  and the service man can have access to every part of the system. All these accesses (except the “guest tour” access) require identification through ID and password.;SE;pronoun;her
R467;9;For leads that process longer than 25 seconds the system will record the event and duration;PE;pronoun;that
R793;38;Can view all available products and can compare them and make a choice for purchasing products.;F;pronoun;them
R541;10;When a game is ended  the product shall allow each player to remove himself or herself from the list of players.;F;pronoun;himself
R430;8;The website shall prevent its data from being corrupted when incorrect data is entered in.;SE;pronoun;its
R17;1;The bottom 3/4 of the table will hold events that occur according to its relevance to current time.;F;pronoun;that
R967;49;The entire website must be user-friendly and easily navigable. The website must be provided with a site map for quick access to a particular link according to the requirement specification. The user must be able to find what he/she wants from the site without any difficulty. The website must adhere to branding schemes and the layout of the web pages must be uniform throughout  ;US;pronoun;she
R117;3;Program Administrators and Nursing Staff Members shall have the ability to specify which classes are required for a Program of Study;F;pronoun;which
R505;10;The product shall allow a user to identify himself or herself as a player.;F;pronoun;himself
R966;49;Registered User must be able to maintain his/her session information for at least 60 minutes of inactive session before the system prompts him to log out of the system. The registered user must be provided with all the options of the E-store regardless of the time when he/she logs in.;F;pronoun;him
R132;3;The system shall be able to display a printable summary for individual clinical sites  which will include information on labs being held at that site for the given quarter (Clinical site  general information on labs held at that location  dates and times of all labs held there).;F;pronoun;that
R786;38;Normal users can just read information but they cannot edit or modify anything except their personal and some other information.;SE;pronoun;their
R426;8;A customer can only stream a movie if they purchased it  and are within the 2 day viewing period.;SE;pronoun;it
R964;48;The system should be easy enough to maintain that someone else could do it with a manual and a few hours training.;MN;pronoun;it
R502;10;The product shall provide players no access to information that might reveal the identity of another player;SE;pronoun;that
R719;31;Secure data transfer over the Internet could be provided using SSL encryption that will be configured by the host system administrator.;SE;pronoun;that
R91;3;We must be able to interface with any HTML browser.;O;pronoun;We
R616;15;Changes to revenue and expense formulae must be applied to the RFS system  every year  prior to the budgeting process start. Revenue and expense formulae will be updated within one week of their receipt  after which 2 weeks will be allotted to testing of the budget calculations  to be conducted jointly by the project development team and PCG Finance.;MN;pronoun;their
R964;48;The system should be easy enough to maintain that someone else could do it with a manual and a few hours training.;MN;pronoun;someone
R541;10;When a game is ended  the product shall allow each player to remove himself or herself from the list of players.;F;pronoun;herself
R920;46;The system shall display the orders that are eligible to change.;F;pronoun;that
R96;3;Only authorized users shall have access to the portion of the system that interfaces with CampusConnect.;SE;pronoun;that
R594;13;The system shall only be accessed by authorized Corporate Community Grants (CCR) employees. Users must be authenticated using their IBM intranet user name and password.;SE;pronoun;their
R385;8;The website should have an African feel  but should not alienate non-Africans.  The website should use animation on pages which are describing the services  to grab the users attention and encourage them to sign up.;LF;pronoun;them
R285;6;The product shall give users feedback when necessary. 80% of the users surveyed report that the product accurately confirms their actions.;US;pronoun;that
R516;10;The product shall allow the player to position ships vertically on their grid.;F;pronoun;their
R522;10;At the start of each turn  the product shall notify each player of his or her status.;F;pronoun;his
R120;3;Classes for a given cohort shall not conflict with regards to the time and day that they are offered.;F;pronoun;they
R193;4;The Disputes System shall accurately provide a list of possible reason codes for a given transaction.  The list of possible reason codes must be derived based on the type of transaction and the industry that the merchant belongs to  according to the business rules defined for the Disputes System.;F;pronoun;that
R326;6;The product shall assign the organizers contact information to each meeting they create.;F;pronoun;they
R296;6;The product shall be able to process 10 000 transactions per hour within two years of its launch.  This number will increase to 20 000 by Release 2.;SC;pronoun;This
R598;14;Each page shall contain a navigation menu which shows the index into which the current page is contained.;LF;pronoun;which
R669;21;System security and access levels are provided in the online system. There are varying levels of system access and functional authority. Each student’s access is limited to his/her own registration records. Only authorized system administrator(s) has access to all student registration records.;SE;pronoun;her
R501;10;The product shall be available to players who understand English  Spanish and French.  The product shall allow the user to select the language upon accessing the product.;US;pronoun;who
R295;6;The product shall be capable of handling up to 1 000 concurrent requests.  This number will increase to 2 000 by Release 2.  The concurrency capacity must be able to handle peak scheduling times such as early morning and late afternoon hours.;SC;pronoun;This
R174;4;The Disputes application must conform to the legal requirements as specified by Regulation E and Regulation Z that govern credit card disputes processing.;L;pronoun;that
R924;46;The system shall enable the user to enter their reviews and ratings.;F;pronoun;their
R197;4;The Disputes System shall provide the users the ability to view the history of all activities that have occurred on the dispute case.;F;pronoun;that
R400;8;All credit card information will be secured on the server  and only accessible by authorized Izogn administrators.  Information will be encrypted in the database.;SE;qualifier;All
R933;46;The system shall provide a uniform look and feel between all the web pages.;LF;qualifier;all
R166;4;The Disputes System shall generate a User Report that details any new users that have been added and any changes to an existing user\92s access level. The report will be reviewed for auditing purposes.;SE;qualifier;any
R545;11;On a 56k connection  the system response time for all operations must be no more than 6 seconds 90% of the time.;PE;qualifier;all
R959;48;The MTBF (if any) should not be less than 2 months.;A;qualifier;any
R403;8;All movies shall be streamed on demand  at any time of the day.;A;qualifier;All
R875;46;The system shall display all the products that can be configured.;F;qualifier;all
R202;4;Any disputes cases that have been closed for over 6 months must be purged from the online disputes database.;F;qualifier;Any
R867;45;The system shall allow users to view information concerning the available distributed location templates(if any).;F;qualifier;any
R718;31;All transactions at the Flea Market require a valid user ID and password.;SE;qualifier;All
R186;4;The Disputes System will provide the user the ability to create or initiate a ticket retrieval request.   As part of ticket retrieval creation process the system must prompt the user to enter all the required information to create the ticket retrieval request.  The ticket retrieval request is a document that is sent to merchant inquiring the validity of a transaction.;F;qualifier;all
R737;32;All information must be viewable on the website.;F;qualifier;All
R879;46;The system shall notify the user about any conflict in the current configuration.;F;qualifier;any
R396;8;Any interface between a user and the automated system shall have a maximum response time of 5 seconds  unless noted by an exception below.;PE;qualifier;Any
R732;32;It should give a drill-down view of all data in the medical record after logging in.;LF;qualifier;all
R886;46;The system shall display all the matching products based on the search.;F;qualifier;all
R765;35;The system should be able to manage all the information incoming from the database and the catalogue.;O;qualifier;all
R310;6;The customer shall be able to easily integrate new building maps with the product throughout the product\92s lifecycle.  Integration of new maps with the product shall be possible with little to no support from product support staff.;MN;qualifier;little
R299;6;The product must be able to interface with any HTML browser.  The product shall transmit data between the user and the product without problems. The product shall display HTML properly in 80% of all HTML browsers tested (minimum is to test 8 browsers).;O;qualifier;any
R742;32;A user must be logged on to be able to view or edit any medical information.;F;qualifier;any
R299;6;The product must be able to interface with any HTML browser.  The product shall transmit data between the user and the product without problems. The product shall display HTML properly in 80% of all HTML browsers tested (minimum is to test 8 browsers).;O;qualifier;all
R384;8;The website shall be attractive to all audiences.  The website shall appear to be fun and the colors should be bright and vibrant.;LF;qualifier;all
R833;43;All users of the system shall login using some form of unique identification.;SE;qualifier;some
R757;34;The system must automatically log out all customers after a period of inactivity.;SE;qualifier;all
R548;11;The system must be available for use between 7:00AM and 11:59PM all days of the year.;A;qualifier;all
R794;38;Can purchase any product through valid credit card.;F;qualifier;any
R945;46;The system shall confirm all transactions with the customer’s web browser.;US;qualifier;all
R763;34;"An end-user may use this system on any OS; either it is Windows or Linux.";PO;qualifier;any
R359;7;The System shall allow on demand generation of all Inventory Quantity Adjustment documents since certain point of time.;F;qualifier;all
R593;13;All changes  updates  and additions to the WCS system shall be updated in the WCS Developer and WCS User Guides. Every change must be reflected in WCS system documentation;MN;qualifier;All
R313;6;The product shall be able to be installed in any operating environment within 2 days.;O;qualifier;any
R159;4;The Disputes applications shall interface with the Merchant Information Database. The Merchant Information Database provides detailed information with regard to the merchant. All merchant detail information shall be obtained from the Merchant Information Database.;O;qualifier;All
R688;27;The system shall be able to display a menu at all times to facilitate manual order taking should the need arise.;LF;qualifier;all
R195;4;The Disputes System must provide Search functionality.  The search method must include the ability to search by (1) the dispute case number  (2) the merchant account number  (3) the cardmember account number and (4) the issuer number.  In addition to the above criteria  the search functionality must further allow the user to limit the results of the search by a date range  the type of dispute (ticket retrieval request or chargeback notification)  the case status (open  closed or all) and the dispute reason code.;F;qualifier;all
R625;16;The system shall be evoked by typing “pine” into a command or shell prompt.;O;vague;prompt
R36;2;The product shall use symbols and words that are naturally understandable by the realtor community.;US;vague;understandable
R195;4;The Disputes System must provide Search functionality.  The search method must include the ability to search by (1) the dispute case number  (2) the merchant account number  (3) the cardmember account number and (4) the issuer number.  In addition to the above criteria  the search functionality must further allow the user to limit the results of the search by a date range  the type of dispute (ticket retrieval request or chargeback notification)  the case status (open  closed or all) and the dispute reason code.;F;vague;(
R220;5;The product shall adhere to the corporate online availability schedule.  The application is brought down only within 98% of the scheduled outages per the availability schedule.;A;vague;only
R410;8;The product shall be expected to operate within the maximum maintenance budget for a minimum of 2 years.;MN;vague;maximum
R279;6;The product must make use of web/application server technology.  Open source examples include Apache web server  Tomcat  and the JBoss application server.;O;vague;and
R14;1;The data displayed in both the nodes within the graph and the rows in the table are MSEL Summary data;F;vague;both
R793;38;Can view all available products and can compare them and make a choice for purchasing products.;F;vague;and
R575;12;The product shall information Security. The product shall enable privacy by encryption WS-Security and Integrity Checking.;SE;vague;and
R193;4;The Disputes System shall accurately provide a list of possible reason codes for a given transaction.  The list of possible reason codes must be derived based on the type of transaction and the industry that the merchant belongs to  according to the business rules defined for the Disputes System.;F;vague;and
R419;8;Izogn Administrator must be able to update the category listings on the website within 2 minutes.;PE;vague;able to
R658;19;The calculations performed by the system must comply according to the norms set by the user and should not vary unless explicitly changed by the user.;L;vague;and
R723;31;Detailed documentation of the code and SRS will enable easy maintenance of the Flea Market.;MN;vague;and
R613;15;98% of the user workstations shall meet the minimum hardware requirements prior to implementation. Minimum Hard Disk Space:  400MB.;O;vague;minimum
R546;11;On a 112k connection or faster  the system response time for all operations must be no more than 3 seconds 90% of the time.;PE;vague;faster
R187;4;The Disputes System must allow the user to create three unique types of ticket retrieval requests.  The three types of ticket retrieval requests are (1) Request for original receipt (2) Request for a copy of the receipt or (3) Request for a portfolio. A portfolio consists of documentation that would provide proof of a purchase such as the documentation that is received from a car rental agency that is more than a sales receipt.;F;vague;more
R501;10;The product shall be available to players who understand English  Spanish and French.  The product shall allow the user to select the language upon accessing the product.;US;vague;and
R583;13;Reports must be easy to generate. Reports must be generated within one button click and exported within one button click (after selecting the report);US;vague;easy
R225;5;For estimators  the product shall be able to be operated in a repair facility during dirty and noisy conditions.;O;vague;and
R654;19;The system must be quickly accessible by both managers and chefs.;US;vague;both
R97;3;Fit Criterion: Dr Susan Poslusny and Karen Sysol are the only people who shall have access to the final class section scheduling for the system that interfaces with CampusConnect.;SE;vague;and
R482;9;The leads washing functionality will use the parameters supplied by corporate and schools to score part of the lead.;F;vague;and
R667;20;Only users who have been authorized for home access to the corporate Intranet may use the COS from non-company locations.;SE;vague;Only
R221;5;The product shall achieve a 98% uptime. The product shall not fail more than 2% of the available online time.;A;vague;more
R109;3;Program Administrators and Nursing Staff Members shall be able to add clinical classes or sections to a sequence of classes;F;vague;able to
R35;2;The product shall be easy for a realtor to learn.;US;vague;easy
R599;14;Each page shall contain a similar format with action items in one location and navigation buttons in a different location.;LF;vague;and
R178;4;The Disputes System must be accessible by both internal and external users.;F;vague;both
R550;11;The product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed to access advertise empty time slots.;SE;vague;only
R332;6;The product will update existing room equipment.;F;vague;existing
R140;3;The system will notify affected parties when changes occur affecting classes  including but not limited to class cancellations  class section detail changes  and changes to class offerings for a given quarter.;F;vague;and
R814;40;To prevent attacks the system should generate random word and ask the user to enter it correctly for multiple tryings.;SE;vague;random
R300;6;The product must be able to interface with various database management systems. The product shall communicate successfully with the database management system on 100% of all transactions.;O;vague;various
R960;48;A secure server will be required to ensure confidentiality of customer’s credit card and other details.;SE;vague;secure
R870;45;User authentication and privileges are defined outside the scope of the sytem by the Microsoft Active Directroy Server.;SE;vague;and
R15;1;The table side of the display shall be split into 2 regions: sequential and temporal.;F;vague;sequential
R142;3;The system will notify affected parties when changes occur affecting specific students  including but not limited to changing a student\92s status from full time to part time and moving a student to a different clinical section.;F;vague;specific
R788;38;Control the database and keep track of all records of customers and employee details.;F;vague;and
R681;25;The campus map shall provide visual clues regarding what areas have prepared audio and therefore may be selected.;LF;vague;and
R554;11;The interface shall be appealing to callers and supervisors. In the interface and usability survey  80% of beta testers must report that the interface is appealing.;LF;vague;and
R519;10;When both players have positioned their 5 ships on their defensive grids  the product shall define the status of each player for the first turn.;F;vague;both
R191;4;"The Disputes System must provide a confirmation to the user upon the creation of a chargeback request. The confirmation must contain the following information; the dispute case number  the type of chargeback requested (pending or immediate)  and the date that the merchant response is due.";F;vague;(
R142;3;The system will notify affected parties when changes occur affecting specific students  including but not limited to changing a student\92s status from full time to part time and moving a student to a different clinical section.;F;vague;and
R136;3;The system shall contain contact information (e-mail and phone number) for all people relevant to the system  including (but not limited to) staff members  students  lecture instructors  clinical lab instructors  and clinical site administrators.;F;vague;but not limited to
R116;3;A Program of Study shall consist of a program name and listing of required classes (both clinical and non-clinical) that must be completed.;F;vague;both
R410;8;The product shall be expected to operate within the maximum maintenance budget for a minimum of 2 years.;MN;vague;minimum
R809;38;Provide feasible solutions to the customers on their complaints and queries.;F;vague;and
R618;15;Only authorized user shall access the RFS system. ONLY users that exist in the UAS system  with the RFS system assigned to their role(s)  shall access the RFS system and use it.;SE;vague;Only
R231;5;Only adjusters with a supervisor role can update preferred repair facility ratings. Users without the supervisor role cannot access the repair facility ratings.;SE;vague;Only
R814;40;To prevent attacks the system should generate random word and ask the user to enter it correctly for multiple tryings.;SE;vague;and
R276;6;The product must work with most database management systems (DBMS) on the market  whether the DBMS is colocated with the product on the same machine or is located on a different machine on the computer network.;O;vague;(
R553;11;The interface shall have a simple look. In the interface and usability survey  90% of beta testers must report that the interface is adequately simple.;LF;vague;and
R123;3;Program Administrators and Nursing Staff Members shall be able to add a new clinical lab section for an existing clinical class into the System.;F;vague;and
R594;13;The system shall only be accessed by authorized Corporate Community Grants (CCR) employees. Users must be authenticated using their IBM intranet user name and password.;SE;vague;and
R831;42;New and Delete buttons will allow the physician/pharmacist to add a notation to the patient’s file.;F;vague;and
R169;4;Only the System Administrator shall be able to reset a revoked user logon account;SE;vague;Only
R564;12;The product shall provide Dynamic Change Support and Transparent resource addition.The product shall support Transparent Resource addition and Dynamic Change support to provide scalability and avoid service interruptions of more than 1 day.;PE;vague;more
R391;8;An anonymous survey will show that 95% of customers are comfortable using and purchasing pre-paid cards after a month of using the system.;US;vague;and
R304;6;The product will be available for licensing as a one-server  two-five servers  or five-or-more servers license.;O;vague;more
R373;8;Administrator shall be able to activate a pre-paid card via the Administration section in under 5 seconds.;PE;vague;able to
R621;15;The intranet pages should display appropriately in all resolutions  from 800x600 and higher. The display of all the pages will be correct in 95% of the resolutions  prior to implementation. The remaining 5% will be corrected within a week of notification of the incorrect display.;LF;vague;and
R224;5;The product shall be able to handle 10 000 concurrent users within 2 years of the initial launch.;SC;vague;able to
R384;8;The website shall be attractive to all audiences.  The website shall appear to be fun and the colors should be bright and vibrant.;LF;vague;and
R314;6;The product shall ensure that only company employees or external users with company-approved user IDs may have product access.  100% of all logons shall be by either company employees or external users with company-approved user IDs.;SE;vague;only
R763;34;"An end-user may use this system on any OS; either it is Windows or Linux.";PO;vague;";"
R601;14;A new user shall be able to navigate through the league and team pages within 30 seconds of reaching the start-up page.;US;vague;able to
R830;42;The text and time/date of a note that has been entered is displayed starting with most recent.;F;vague;recent
R897;46;The system shall allow user to register for newsletters and surveys in the profile.;F;vague;and
R703;29;Unauthorised users can only read data without modifying anything.;SE;vague;only
R122;3;Clinical site information shall include (but not be limited to) the name of the site  contact person  and contact information.;F;vague;but
R357;7;The System shall not require additional third party licenses resulting in royalty fees.;O;vague;additional
R564;12;The product shall provide Dynamic Change Support and Transparent resource addition.The product shall support Transparent Resource addition and Dynamic Change support to provide scalability and avoid service interruptions of more than 1 day.;PE;vague;and
R311;6;The product shall be translated into foreign languages other than the target market countries\92 languages in future releases.  For each emerging target market  it shall take no more than 5 days to configure the product for that market\92s language.;US;vague;more
R74;3;2 out of 3 Program Administrators/Nursing Staff Members shall successfully be able to use the system to manage the scheduling of classes and clinicals.;US;vague;able to
R133;3;The system shall be able to display a printable summary for individual clinical labs  which will include (but not be limited to) class name  class number  lab section  listing of students enrolled  instructor  day(s)  time  and location.;F;vague;able to
R194;4;The Disputes System must provide the ability to view existing dispute cases.;F;vague;existing
R542;11;The system shall be easy to use by callers and supervisors. Callers and supervisors must be able to accomplish any system task within 2 minutes.;US;vague;easy
R359;7;The System shall allow on demand generation of all Inventory Quantity Adjustment documents since certain point of time.;F;vague;certain
R244;5;The search radius shall be between 1 and 30 miles;F;vague;and
R878;46;The system shall enable user to add one or more component to the configuration.;F;vague;more
R186;4;The Disputes System will provide the user the ability to create or initiate a ticket retrieval request.   As part of ticket retrieval creation process the system must prompt the user to enter all the required information to create the ticket retrieval request.  The ticket retrieval request is a document that is sent to merchant inquiring the validity of a transaction.;F;vague;prompt
R167;4;All additions of new users and modifications to user\92s access shall be recorded on the User Report.;SE;vague;and
R618;15;Only authorized user shall access the RFS system. ONLY users that exist in the UAS system  with the RFS system assigned to their role(s)  shall access the RFS system and use it.;SE;vague;and
R400;8;All credit card information will be secured on the server  and only accessible by authorized Izogn administrators.  Information will be encrypted in the database.;SE;vague;and
R966;49;Registered User must be able to maintain his/her session information for at least 60 minutes of inactive session before the system prompts him to log out of the system. The registered user must be provided with all the options of the E-store regardless of the time when he/she logs in.;F;vague;able to
R428;8;Only administrators can activate a pre-paid card.;SE;vague;Only
R114;3;A clinical class shall specify the course name  lecture room requirements  clinical site needs  lecture instructor needs  and clinical lab instructor needs.;F;vague;and
R803;38;Responsible for informing administrator when any product item’s stock goes under the minimum level.;F;vague;minimum
R75;3;The system shall use symbols and words that are naturally understandable by the user community.;US;vague;understandable
R967;49;The entire website must be user-friendly and easily navigable. The website must be provided with a site map for quick access to a particular link according to the requirement specification. The user must be able to find what he/she wants from the site without any difficulty. The website must adhere to branding schemes and the layout of the web pages must be uniform throughout  ;US;vague;particular
R106;3;Program Administrators and Nursing Staff Members shall be able to specify the preferred sequence of classes for a given cohort.;F;vague;able to
R351;7;The System shall allow for a minimum of  6 users to work at the same time.;PE;vague;minimum
R765;35;The system should be able to manage all the information incoming from the database and the catalogue.;O;vague;and
R75;3;The system shall use symbols and words that are naturally understandable by the user community.;US;vague;and
R807;38;Responsible for contacting the banks for the validation of the a/c number provided by the customer while purchasing and make the transaction from the given a/c.;F;vague;and
R141;3;The system will notify affected parties when changes occur affecting cohorts  including but not limited to changes to the sequence for a cohort\92s program of study and changes to a given week\92s schedule (lab cancelled this week due to instructor illness).;F;vague;and
R568;12;The product shall be able to process all transactions.The product shall process minimum of 1 million transactions per year.;SC;vague;minimum
R374;8; Customer shall be able to check the status of their prepaid card  by entering in the PIN number  in under 5 seconds.;PE;vague;able to
R868;45;The web application shall add no more than 5 seconds of perceivable overhead time to any necessary web and database transaction time.;PE;vague;and
R315;6;Only managers are able to perform search queries for reservations by user.  100% of all search queries for reservations by user shall be from logons of only management logons.;SE;vague;Only
R563;12;The product shall poll the system for messages every second.The product shall poll the system for new messages at a maximum of every 1 second.;PE;vague;maximum
R685;26;The system should maintain correct schedules of labs and the documentation of all the lab equipment.;F;vague;and
R503;10;The response time shall be fast enough to maintain the flow of the game. The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.;PE;vague;and
R539;10;The notification of the game ending will include the reason the game is ended (i.e.  a player has won the game or a player has ended the game).;F;vague;(
R181;4;The Disputes System must provide different levels of access with regard to disputes case initiation and follow-up actions.;F;vague;and
R954;47;The system shall use secure socket layer (SSL) technology to ensure all payments made online and user logins are secure.;SE;vague;secure
R369;7;PME Subsystem shall allow for a product to exist in more than one submenu;F;vague;more
R136;3;The system shall contain contact information (e-mail and phone number) for all people relevant to the system  including (but not limited to) staff members  students  lecture instructors  clinical lab instructors  and clinical site administrators.;F;vague;(
R295;6;The product shall be capable of handling up to 1 000 concurrent requests.  This number will increase to 2 000 by Release 2.  The concurrency capacity must be able to handle peak scheduling times such as early morning and late afternoon hours.;SC;vague;able to
R591;13;The Brio portion of the WCS system must be able to export files in spreadsheet form (Microsoft Excel and Lotus 1-2-3 formats).  Brio will provide buttons in the user interface that produce/export reports in .xls or .123 file formats.;O;vague;(
R132;3;The system shall be able to display a printable summary for individual clinical sites  which will include information on labs being held at that site for the given quarter (Clinical site  general information on labs held at that location  dates and times of all labs held there).;F;vague;and
R893;46;The system shall display both the active and completed order history in the customer profile.;F;vague;and
R170;4;The Disputes application shall manipulate and view business data. Users will not have direct access to data files or databases.;SE;vague;and
R779;37;High level of performance requires high speed network and high level of connectivity.;PE;vague;high level
R301;6;The product must be able to interface with various email servers. The product shall be able to send email.;O;vague;able to
R668;21;Programmers and application developers will have access to source code to address bugs or system enhancements as deemed necessary. Network Administrator and DBA support is also required to maintain a 24x7 system uptime.;A;vague;necessary
R388;8;Users should only have to navigate through a maximum of 4 pages  to create an account with the website.;US;vague;only
R610;14;Application updates shall occur between 3AM and 6 AM CST on Wednesday morning during the middle of the NFL season.;MN;vague;and
R394;8;The product shall use symbols and words that are naturally understandable by users familiar with websites;US;vague;understandable
R252;5;The system shall search for available recycled parts for the supplied vehicle parts and suppliers.;F;vague;and
R584;13;A user shall be able to use the system without instruction after a short amount of time. After one use a user should understand and remember 90% of the system usage and navigation.;US;vague;able to
R708;30;Enable a registered user to view his profile. Additional information viz. questions asked by him and answers posted by him are also displayed.;F;vague;Additional
R627;16;The system shall support the ability to perform a send and receive operation.;F;vague;and
R579;13;The system interface will use CCR nomenclature. The system must use the same nomenclature used in the existing WCS system and reports;LF;vague;and
R319;6;The product shall have the ability to receive automatic software updates as new threats emerge. 100% of customers will be able to receive automatic software updates transmitted to the installed product.;SE;vague;able to
R613;15;98% of the user workstations shall meet the minimum hardware requirements prior to implementation. Minimum Hard Disk Space:  400MB.;O;vague;Minimum
R957;48;The application should be able to support 100 concurrent users without any performance degradation.;PE;vague;able to
R151;4;100% of the cardmember and merchant services representatives shall use the Disputes application regularly after a 2-day training course.;US;vague;and
R762;34;The reliability of the overall program depends on the reliability of the separate components. The main pillar of reliability of the system is the backup of the database which is continuously maintained and updated to reflect the most recent changes.;FT;vague;and
R726;32;It must be able to download the most recent medical record.;F;vague;recent
R589;13;The WCS system shall have the ability to include data for regions outside the United States and be accessed by users outside of the United States if approved by CCR management.;SC;vague;and
R110;3;Program Administrators and Nursing Staff Members shall be able to add a new cohort to the system  identified by start month and year.;F;vague;and
R120;3;Classes for a given cohort shall not conflict with regards to the time and day that they are offered.;F;vague;and
R786;38;Normal users can just read information but they cannot edit or modify anything except their personal and some other information.;SE;vague;but
R353;7;The System shall be able to automatically backup business data and restore them on demand.;O;vague;and
R141;3;The system will notify affected parties when changes occur affecting cohorts  including but not limited to changes to the sequence for a cohort\92s program of study and changes to a given week\92s schedule (lab cancelled this week due to instructor illness).;F;vague;(
R4;1;The product shall be available during normal business hours. As long as the user has access to the client PC  the system will be available 99% of the time during the first six months of operation.;A;vague;normal
R669;21;System security and access levels are provided in the online system. There are varying levels of system access and functional authority. Each student’s access is limited to his/her own registration records. Only authorized system administrator(s) has access to all student registration records.;SE;vague;varying
R174;4;The Disputes application must conform to the legal requirements as specified by Regulation E and Regulation Z that govern credit card disputes processing.;L;vague;and
R413;8;We must be able to interface with the following browsers: IE 5.X  6.0  Netscape 6.x  7.x  8.x and Firefox 1.0.;O;vague;and
R241;5;The vehicle data shall include vehicle year make and model;F;vague;and
R163;4;Only users with Update access must be able to initiate dispute requests.;SE;vague;Only
R457;8;System shall allow users to update their billing and contact information via the \93My Account\94 section of the website.;F;vague;and
R134;3;The system shall be able to display a printable summary for individual nursing students  which will include (but not be limited to) student name  student ID  admission date  classes  credits  GPA  and the cohort that the student is enrolled in.;F;vague;(
R51;2;The product shall be capable of handling the existing 1000 users. This number is expected to grow 5 times within the next year.;SC;vague;capable of
R118;3;The system shall be able to display a report of needed classes for a given quarter for all cohorts of all programs for Program Administrators/Nursing Staff Members\92 planning purposes.;F;weak;shall
R636;17;The system shall query the user for the amount of money.;F;weak;shall
R352;7;The System shall utilize currently owned computer equipment.;O;weak;shall
R542;11;The system shall be easy to use by callers and supervisors. Callers and supervisors must be able to accomplish any system task within 2 minutes.;US;weak;shall
R720;31;The IP addresses where the transaction was made from will be logged.;SE;weak;will
R43;2;The product shall be available for use 24 hours per day 365 days  per year;A;weak;shall
R101;3;The system shall use the organization\92s standard virus protection software to help monitor threats to itself.;SE;weak;shall
R136;3;The system shall contain contact information (e-mail and phone number) for all people relevant to the system  including (but not limited to) staff members  students  lecture instructors  clinical lab instructors  and clinical site administrators.;F;weak;shall
R663;20;All network transactions that involve financial information or personally identifiable information shall be encrypted.;SE;weak;shall
R298;6;The product shall be used in office environments.;O;weak;shall
R722;31;Most of the system functions will be controlled using the administrative interface.;F;weak;will
R588;13;The WCS system shall have the ability to connect other designated WCS databases currently not included in the system.;SC;weak;shall
R572;12;The product shall be updated on a regular basis.The product will have a new major feature introduced every six months and quarterly maintenance releases every six months.;MN;weak;will
R493;10;When a shot is marked as a miss  the product shall simulate the sound of a shot missing its target.;LF;weak;shall
R555;12;The product shall provide GUI based Monitoring Services.System Administrators shall monitor message exchanges will predict and determine problems and will also provide internal and external support.;LF;weak;shall
R97;3;Fit Criterion: Dr Susan Poslusny and Karen Sysol are the only people who shall have access to the final class section scheduling for the system that interfaces with CampusConnect.;SE;weak;shall
R355;7;The System shall granularly control access rights to all major subsystems.  It should be possible to assign access rights to all subsystems independently.;SE;weak;should
R794;38;Can purchase any product through valid credit card.;F;weak;Can
R91;3;We must be able to interface with any HTML browser.;O;weak;must
R551;11;The product shall ensure that only supervisors can enter a caller\92s schedule.The product must ensure that supervisors are allowed to access advertise empty time slots.;SE;weak;shall
R312;6;The product is expected to integrate with multiple database management systems. The product will operate with Oracle  SQL Server  DB2  MySQL  HSQL  and MS Access.;O;weak;will
R451;8;Website shall allow customers to view reviews of selected movies by other customers.;F;weak;shall
R648;18;The meeting scheduler system may be able to include an agenda for a meeting proposal.;F;weak;may
R542;11;The system shall be easy to use by callers and supervisors. Callers and supervisors must be able to accomplish any system task within 2 minutes.;US;weak;must
R780;37;The available server must be reliable and the network connectivity in the supermarket should be proper for smooth flow of all operations and data.;O;weak;should
R850;45;The system shall allow the user to view their schedule.;F;weak;shall
R562;12;The product shall process messages within 2 seconds.The product shall have a maximum message processing time of 2 seconds;PE;weak;shall
R190;4;The Disputes System shall allow the user to create or initiate a chargeback request.  The system must prompt the user to enter the required information to initiate a chargeback request. The chargeback request results in a printed chargeback notification that is sent to merchant indicating that their account will be charged back if no proof is provided that the disputed transaction is valid.;F;weak;must
R405;8;The website shall continue to operate if the payment gateway goes down.;FT;weak;shall
R296;6;The product shall be able to process 10 000 transactions per hour within two years of its launch.  This number will increase to 20 000 by Release 2.;SC;weak;shall
R914;46;The system shall allow user to enter the order information for tracking.;F;weak;shall
R318;6;The product and/or dependent databases/filesystems shall remain operational as a result of the input of malicious data.  The product and/or dependent databases/filesystems shall not crash 100% of the time that malicious data is input into the product.;FT;weak;shall
R279;6;The product must make use of web/application server technology.  Open source examples include Apache web server  Tomcat  and the JBoss application server.;O;weak;must
R178;4;The Disputes System must be accessible by both internal and external users.;F;weak;must
R472;9;Washing parameters will be updated during scheduled maintenance hours.;MN;weak;will
R793;38;Can view all available products and can compare them and make a choice for purchasing products.;F;weak;Can
R148;4;The Disputes application shall comply with the corporate standards for user interface creation for internally and externally used applications.;LF;weak;shall
R387;8;The product should be able to be used by 90% of novice users on the Internet.;US;weak;should
R754;33;The system should have to keep the location where the doughnut will be send.;O;weak;will
R590;13;The WCS system shall be run in a Windows environment. The WCS shall be accessed by users through the Internet on an IBM computer running a Windows 2000 or above operating system.;O;weak;shall
